id,genre,track_name,artist_name,valence,energy;
4OvG5fHgTUqHNmP3mFOwue,j-idol,トゥルルンテレフォン,Cutie Pai,0.449,0.886;
5RuGWmgatkyLvRotVVP3rE,j-idol,lonesome X,Vanilla Beans,0.813,0.826;
5g3pehpNfpI7aKIHcFPB5W,j-idol,リーダーシップ,Yume Miru Adolescence,0.643,0.91;
1O970SfwmzI5VIFX14Nc8t,j-idol,シンシアの光,Eir Aoi,0.433,0.964;
5eU2iLVbJbFjbS4Jef87lj,j-idol,ウェッサイ!!ガッサイ!!,LinQ,0.647,0.983;
6phW442kV1QOslVbdOQ3aT,j-idol,ギミチョコ!!,BABYMETAL,0.493,0.984;
6cPaSI9PFR7suyelVGbgqc,j-idol,Party Up,GEM,0.65,0.991;
2FjnLv9nsHt4xytM8VgG2h,j-idol,サマーゴーランド,TACOYAKI RAINBOW,0.648,0.897;
6QMISx3m8o28lYlM0D9gaP,j-idol,完全満足NGY,Team Syachihoko,0.572,0.971;
1HMLbvDbyfniV76H5EUF76,j-idol,Jumpin'! Dancin'!,Prizmmy☆,0.608,0.937;
3B7reS96j1r9gmHLSVnohI,j-idol,My Ixxx,BiS,0.39,0.957;
7u8rMgTKqz8fvUKCSkaEmG,j-idol,君色シグナル,Luna Haruna,0.595,0.92;
2YyI6tBurS8dCVhdPkpZp3,j-idol,オーケストラ,BiSH,0.41,0.856;
2qfnlkBLtkv876jH4W6nA6,j-idol,ファンファーレは僕らのために,Dempagumi.Inc,0.925,0.973;
4hyUbdNmST5YfsDLojCPsM,j-idol,DON'T STOP,Q'ulle,0.633,0.924;
4AJo1haICijdHy1E7cnDH8,j-idol,愛しくて恋しすぎて,Minami Takahashi,0.373,0.931;
7dWVNHrNbByWWPo4VzzzEV,j-pop,さよなら大好きな人,hana*hana,0.221,0.57;
3pIQ3QGPhYj3qd29ZNLtx0,j-pop,夕凪,Sukima Switch,0.379,0.451;
5lTVdc2RBrvPiNwURCXRbT,j-pop,Our Song,Mirei Toyama,0.173,0.481;
45R1m5osIXo92tgY1eHTeW,j-pop,走れ!,Momoiro Clover Z,0.76,0.992;
3PRQ3O9HRoSbCuECLlOZXt,j-pop,Feel Like dance - Remode2 Ver.,globe,0.633,0.973;
3TjwG7Kjux2C1XQU9igPbm,j-pop,Take me Take out,Vickeblanka,0.619,0.776;
1NGWvoBBCAKpm8hjNX2dRY,j-pop,orbit-3,m-flo,0.528,0.543;
4No7Ub2EiBYRQKFKgyTTU1,j-pop,裸足の季節,Seiko Matsuda,0.69,0.675;
63IgrD4G2mOu0eDsMPR8BT,j-pop,chAngE,miwa,0.635,0.973;
3YIvPdY4n9h6JViPs43vET,j-pop,Yell,AAA,0.615,0.855;
6wza39DS25mPNJ7ozrKYuQ,j-pop,香音-KANON-,Kenta Kiritani,0.268,0.277;
0xvcd9eeYY80kXw62UNzuR,j-pop,Best of my Love,Rei Yasuda,0.689,0.915;
307zjAa3K2cpYaThmgoMgj,j-pop,Wildflower,Superfly,0.76,0.812;
6vf1LQMd1mjSIo41ewjIk5,j-pop,isogi,Swimy,0.551,0.676;
0kkdDzE46SXslly4ZZDxqC,j-pop,ヒトヒラのハナビラ,Stereopony,0.685,0.935;
6PZhFwvTxeMQySOXmjdI87,j-pop,オルフェンズの涙,MISIA,0.337,0.54;
1uXxThEZxATjohZsEZtnvF,j-pop,DREAM NEVER END,Daruma,0.446,0.606;
1HvJJXxIDaXlqz6QMu4gg5,j-pop,楓,Midori Karashima,0.463,0.632;
0IMbtrRMBMIHoQv6IbiExr,j-pop,カリフォルニー,Ketsumeishi,0.936,0.839;
4plI2gd8aM6EowYmehQc9x,j-pop,Beautiful Life,AI,0.354,0.632;
5X0oBfMej8jeiiCciQll97,j-pop,涙のない世界,AAA,0.344,0.78;
4zB969yLs7tcb1yzBGfRY0,j-pop,瑠璃色の地球,Akina Nakamori,0.198,0.255;
1aFORO3mXH1BqPjE4OMwuS,j-pop,糸,EXILE ATSUSHI,0.387,0.426;
4FaUSpNNCXdm24JpQ6oGEE,j-pop,約束 -Promise code-,GARNiDELiA,0.328,0.891;
1SlnuvPLppYWh3WWZ0wYT0,j-pop,楽園ベイベー,RIP SLYME,0.864,0.931;
2Y8kCgAzZV3oNejYYCpXFO,j-pop,僕ブレード,Shinsei Kamattechan,0.409,0.947;
0h5N6iU5cp4K9NDQTRuDpu,j-pop,はじまりの恋,Berry Goodman,0.778,0.803;
4icebBgrSKp7ah4JydnMCO,j-pop,平行線,Sayuri,0.643,0.885;
48ubBGGWto7c9yhr2txgbI,j-pop,Sisters,SCANDAL,0.521,0.849;
3JLtD2MWT8P7xP2tEazyZd,j-pop,True Colors,The Gospellers,0.515,0.646;
0iko6GbBKK4y12JKfKlaxd,j-pop,桜色舞うころ,Mika Nakashima,0.335,0.27;
40dr2FZLQoua3oVm2tA4ux,j-pop,TO BE,Ayumi Hamasaki,0.185,0.762;
7cmzaTJzpeGjqr4TwqjCzG,j-pop,Taxi Driver,Gotch,0.83,0.6;
7iP1c4SKzbR2TzEvcKpGdB,j-pop,Dippin' Shake,Yurufuwa Gang,0.474,0.755;
0q8vGfDugJaZFl4eswtj0B,j-pop,LOVE SURVIVE,SCANDAL,0.701,0.916;
3Jn4yNsbxnH3XtLcKFtXTF,j-pop,We The Fire,Jin Akanishi,0.885,0.776;
2wRcyTWtCdJrR7E4iDZY9q,j-pop,Get Wild - Remode2 Ver.,globe,0.352,0.782;
4ovlVjiPYCIrviEIJDfrM3,j-pop,す き,Crystal Kay,0.421,0.409;
3uCyMmlxjClzuxn0k4MNNl,j-pop,Irony,androp,0.391,0.481;
1ibiXN7qZdkXRYmen9Dh3F,j-pop,PIANO CRAZE - Beautiful MIX,H ZETTRIO,0.637,0.767;
1qYpGxQ7fdnF2qG9d95HUk,j-pop,くじら12号,JUDY AND MARY,0.515,0.938;
6biqhtJYXRe4C8SUzt7lxi,j-pop,いつかの自分,anderlust,0.803,0.731;
4j1KbzdqeiunPtu9Zn2Qlr,j-pop,最後の星,ACIDMAN,0.255,0.781;
45hmm59x8oKlHnmAuBhDcg,j-pop,Drowning,Yu Sakai,0.281,0.747;
1IytXdFzoR9jb623A2rXBp,j-pop,生きてることが辛いなら,Naotaro Moriyama,0.352,0.28;
3fCQ1Y6IDp0WOi7jbugY11,j-pop,YAMATO☆Dancing,BOYS AND MEN,0.788,0.993;
1O2fC3iJuHvfcjHQHq48mZ,j-pop,HELLO,SCANDAL,0.619,0.768;
1iLE29B4Dk8ktNv3PtdR0G,j-pop,believe believe,JUJU feat. 明辺悠五,0.961,0.867;
0fAnYkjbAnYz1qzOWimdjT,j-pop,Ki・mi・ni・mu・chu,EXILE,0.977,0.828;
1xcPUZbShVeytb14kzRkdT,j-pop,花束のかわりにメロディーを,Shota Shimizu,0.277,0.483;
4MBbvLWHniBpJTY3P7NLab,j-rock,L-O-V-E,Fuyumi Sakamoto,0.517,0.512;
0AkE91xeeiaSApLOIX1aYJ,j-rock,Sun Don't Shine,The Band Apart,0.514,0.525;
7t2TdVo29LOQv6RxbAEqrI,j-rock,新世界,ACIDMAN,0.275,0.982;
5N4oOq8gWadCfckxZxMkyG,j-rock,Let It Sway,DYGL,0.713,0.933;
0I0m3fZwm2rcPMbEpObY6N,j-rock,ミッドナイト・クラクション・ベイビー,Thee Michelle Gun Elephant,0.677,0.989;
0aOgDMyxUFKG8TkcRcwCll,j-rock,Kick It Out,BOOM BOOM SATELLITES,0.31,0.97;
5X4c6LboIEtD1g6pLkEw23,j-rock,I My Me Mine,POLYSICS,0.611,0.98;
2wxGp3LBoMjToD6hpGReuO,j-rock,Answer And Answer,9mm Parabellum Bullet,0.436,0.963;
0Uy5xzL0lKrbmrVuW2zLB4,j-rock,SCANDAL BABY,SCANDAL,0.677,0.905;
6vtHQ7FcAXSOKSOeaBm5bc,j-rock,異端なスター,Official HIGE DANdism,0.707,0.758;
7rnFwPtkJ8YBtQggfrlQcS,j-rock,Bright Siren,androp,0.225,0.931;
0l73qf1jmssESVIqzx4gmU,j-rock,Maybe Tomorrow (Maybe Tomorrow Tour '85),レベッカ,0.416,0.517;
1GlX0dwUIUh4NpRXlJY8WM,j-rock,When My Devil Rises,MAN WITH A MISSION,0.635,0.959;
7cmrDhfugczJtm29ARpSJU,j-rock,スターダスト・キッズ (original ver),Motoharu Sano,0.817,0.949;
6VIPvEll5WnA2FD4ptCER8,j-rock,Top Of The World,Various Artists,0.67,0.906;
3Smd7KmhZEsoloLcQHALPl,j-rock,FREE STAR,ACIDMAN,0.567,0.588;
5O5OFyaS1LPiGtQjeSsfse,j-rock,Revival,the pillows,0.433,0.918;
0V0BDbUyslaOULBgRpS1YM,j-rock,雨天決行,Tokyo Incidents,0.736,0.506;
2jj5sr1Uuz2owrOOMBURff,j-rock,Strobolights,Supercar,0.45,0.71;
0aOsN4s79cU3m2dQoRk48s,j-rock,Progress,SHADOWS,0.284,0.766;
5L4DxaIFxLu8LCDESvDxlQ,j-rock,Escape,Bloodthirsty Butchers,0.3,0.862;
5ksycOLeK5blOEvluOvl7v,j-rock,は?,Creep Hyp,0.61,0.932;
1PwRkSVqWUus32NZQYyREi,j-rock,レゾンデートルの存在理由,The Mirraz,0.385,0.994;
2ul8N5KUdGs0NA7RGwjg5e,j-rock,美しいよ,Wasureranneyo,0.514,0.852;
0gdkJt6gvpJGafOUDoD1a2,j-rock,REPLAY,VAMPS,0.568,0.954;
418MaHxEpBQw4Vga9Wgvkm,j-rock,B.O.K,100s,0.358,0.853;
6KLXF1diBqJu04NaYrj5Gq,j-rock,ワンミーツハー,Hitorie,0.84,0.89;
5S2SFGhEr3yH4lGeTwTxzO,j-rock,赤橙,ACIDMAN,0.696,0.712;
6HUtJ7hgcrxpErHuSo0kEt,j-rock,ビビディバビディ,Tokyo Karankoron,0.583,0.913;
4HUBovTZntUXNjhOO5lgA9,j-rock,THUMBS UP!,KEMURI,0.861,0.943;
3M1EFtfvJSxLNpFWVXBhpF,j-rock,嵐のあとで,Galileo Galilei,0.386,0.601;
4i7YrxLydJL2SLYdQtVkV1,j-rock,夏のイリュージョン,misokkasu,0.602,0.886;
6hBGKrQ3LVsgXL3hSE437b,j-rock,Survivor,BLUE ENCOUNT,0.405,0.976;
0d4lixnAOojZyVfCydVSLM,j-rock,the same as...,ONE OK ROCK,0.366,0.933;
1aBrTPZmwUcGWX35lxJWFt,j-rock,short hair,Base Ball Bear,0.618,0.922;
3Emfv1DI7gA2hhz7fG4nAg,j-rock,ゲームボーイズメモリー,Za Ninngenn,0.852,0.913;
3g2tzNbJJeJTAj0FX87D5U,j-rock,愛はあった。そう、きっと。,The Mirraz,0.682,0.836;
0F2gLwK44a3ResPG4XHoNi,j-rock,STARS AND CLOUDS,BOOM BOOM SATELLITES,0.0343,0.442;
3DY6OgUwLF2rsrppi5SOAG,j-rock,ぎゃらんぶー,CHAI,0.587,0.822;
43wtriaYQ2l6hcGEk5XKc5,j-rock,Digital Coffee,POLYSICS,0.819,0.995;
09s2kDn4K1L9klbh5mrAgU,j-rock,Man - like Creatures,Straightener,0.467,0.986;
0nKxQeKar9oFerIGJ8H3nc,j-rock,Top Of The World,Various Artists,0.655,0.908;
08HGPkcI9euXqXaYoRTjlM,j-rock,ボタン,PENGUIN RESEARCH,0.455,0.951;
2jpO3fC3pgVoN3CxYHlSVC,j-rock,changes,Base Ball Bear,0.785,0.904;
7zh0xxF44sZqM0yrhHuQM3,j-rock,WHAT'S MY NAME?,MIYAVI,0.529,0.983;
0ow1hKkd021nDBZlKj8EoD,j-rock,Astra Nova,androp,0.161,0.553;
0jNo9gwYzrYrrUMhqSkzMD,j-rock,ぶらっくパレード,Gesu No Kiwami Otome,0.59,0.715;
4UOWCBVuukoV5BemgzvTRi,j-rock,ダイバー,KANA-BOON,0.547,0.855;
50WSh2XcTSEFnhKf1q1lA3,j-rock,Heart's Got A Hole,The Privates,0.672,0.595;
4LbJFM4QRgvKoYU7nzj3Dx,jazz,Blue bossa,Dexter Gordon,0.592,0.411;
3cm5GHqmFOAY8hpYdsbLDD,jazz,Do u wanna know?,Various Artists,0.69,0.659;
6M2eyeYWZYUjIOLhUEGWiZ,jazz,He's My Guy,Sarah Vaughan,0.501,0.278;
3rFzc8CLVDZ7OOtFa2jPYP,jazz,Moanin',Charles Mingus,0.583,0.476;
3AeIbfjydFf46N27feEFri,jazz,My Funny Valentine,Gerry Mulligan,0.267,0.0317;
7BZvNyf0eN2SuNXVrFjgL6,jazz,Next Please,Various Artists,0.316,0.27;
1FWY7HmBCdwujzpqNZnzGJ,jazz,Vibrations,Roy Ayers,0.308,0.649;
5YTPRVC0gOXdD17IhOanqI,jazz,Gypsy Blue - Remastered 2002/Rudy Van Gelder Edition,Freddie Hubbard,0.68,0.41;
3xyWojY10M9NSgnW0FZCbI,jazz,Time After Time,John Coltrane,0.345,0.236;
4USi5QgbTjY3n7hy4WU6E1,jazz,Harvey's Entrance,Either/Orchestra,0.48,0.619;
0xOwnhjdm8f79hoVEMFY93,jazz,Soar Away,Dave Douglas,0.639,0.0976;
6t65MC0hBqIXyiuaIL4JtT,jazz,The Thought Of You - Part I,Otis Brown III,0.565,0.528;
7fSwDksBCCucOLlAO9obm9,jazz,Cheek To Chico,Elmer Bernstein's Orchestra,0.815,0.226;
1X6fhUVwt7tzy7VPScVubq,jazz,Waltz for Koop,Koop,0.536,0.488;
3nuigRVfjSREzo7i4Af4tc,jazz,Hipster,Kristian Borring,0.322,0.377;
4lj4cW45UP5tQ8AhRxnQi9,jazz,Before It's Time to Say Goodbye,Kenny Garrett,0.0575,0.114;
6W5706MsehAWMAZLIg9Fu2,jazz,Strange Fruit,Billie Holiday,0.135,0.078;
2fNCSdonK3E2ODMvAUx92e,jazz,And Here We Test Our Powers Of Observation,The Bad Plus,0.491,0.833;
671CRIthOtwLVvibsFrS5C,jazz,Encounter,John Carter,0.316,0.489;
3t6IljIIvmKMM9xyPrVWYZ,jazz,Blessed Are the Bleak,The Ben Cox Band,0.47,0.515;
3oSBVpyGQ9N3hPibpw0GkB,jazz,Peace Piece,Bill Evans,0.0652,0.0571;
1pjATX7sbd6Y4jMVqIvzHk,jazz,Both Sides Now,Joni Mitchell,0.139,0.139;
7nhoZnR7T2a4DYbCpPzIVt,jazz,Blackberry Winter,Keith Jarrett,0.182,0.0849;
6NTrpCqxtHMp3fnEsGIcky,jazz,After You've Gone,Wynton Marsalis,0.167,0.133;
1RZ8JKowmKa4kkA8QApIEn,jazz,January V,Max Roach,0.0367,0.163;
09GsoLPdIpzs7WFIq0vbnZ,jazz,Like Someone In Love,Ben Webster,0.529,0.356;
5EyC753PepQXw6YEvnxTrF,jazz,Minuano (Six Eight),Pat Metheny Group,0.304,0.368;
7ysmJhXFQtiBQlk6EZ6sks,jazz,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,0.196,0.159;
"50k2js6trDCX2iV0KsIBGx,jazz,""Bewitched, Bothered, And Bewildered"",Ella Fitzgerald,0.259,0.115";
0Qqep9abOtBxR7TAt59MDF,jazz,Nengueleru,Stefon Harris,0.492,0.69;
29axpCDY8Gf5cJOZ8rG6AS,jazz,Directions,Liam Noble,0.734,0.172;
0SiMlVdkAPr1UPgr89t6Nc,jazz,When the World Was One,Matthew Halsall,0.397,0.519;
3pcmCjGpvJJseYmD2TPlEh,jazz,I Cover The Waterfront,Annie Lennox,0.292,0.201;
2hspCATOKb9llyIeMik89G,jazz,Acid,Ray Barretto,0.936,0.647;
16nJl8NnriCJxraco5Zssm,jazz,Better Git It in Your Soul,Charles Mingus,0.76,0.548;
5xZRuFUCf8PVtwBpVgUv5R,jazz,Desafinado - Stereo Version,Stan Getz,0.548,0.175;
7yKic0Gqsk4SGNJl4wyJAm,jazz,Someone To Watch Over Me,Sarah Vaughan,0.106,0.258;
0U070HY5rBmCyh4SIWHrgN,jazz,Rain,Kenny Barron & Dave Holland,0.0632,0.0254;
7jlmo5JvOnnTcUIEn4HoRw,jazz,One and One,Miles Davis,0.773,0.781;
6sT624ddwmwmXqcENmUfsc,jazz,Later,Sonny Stitt,0.733,0.351;
0b9jIWGchhRtF9XTF9labn,jazz,Karl-Bertil Jonssons julafton,Various Artists,0.0828,0.0545;
0rsmlyJFeb3qiGxmD3jjEw,jazz,Oye Como Va,Tito Puente,0.963,0.728;
75sAWnVBYaaYs1mWbB05Qg,jazz,Koop Island Blues,Koop,0.539,0.542;
3jm3MGJBrQv4VtY0QBUIzB,jazz,Astral Traveling,Various Artists,0.504,0.37;
7ij7UtqIKu2dP1qq5738rV,jazz,Algo Bueno,Roy Eldridge,0.669,0.23;
44Vilsiw175y2IpL2nx66o,jazz,Marie Christie,Ambrose Akinmusire,0.355,0.135;
7DUGRxCf9NFJffb5Eei8Ar,jazz,God Bless the Child,Sonny Rollins,0.172,0.0421;
0m8tSPLHhjhGToD6LW0RPp,jazz,Windows,Chick Corea,0.468,0.344;
6yuhA5jlK7gEAIVoJ5WK1f,jazz,Everytime We Say Goodbye,John Coltrane,0.0989,0.121;
0efBjbKXXPXqUu5HmZHzW5,jazz,Jumpin' At the Woodside,Various Artists,0.694,0.471;
5fitgpnsaG5bmOS1pkwrLY,k-pop,Crazy Feel Tonight,제이심포니,0.808,0.949;
3wSjElBsDVrhvxh4mMp9Xs,k-pop,Mentalitro,J-Dogg,0.131,0.666;
5LDZXCCjMCfR60ZjkrBV3T,k-pop,가지마 (feat. 루앤),프라임 베이(Prime Bay),0.822,0.798;
7FBjmktsY7RJrXfGkf6L5C,k-pop,Own Way,더더 밴드(TheThE Band),0.451,0.838;
1AYGMCrljq4mOt1LRppw8q,k-pop,가슴아 심장아 (inst.),BoM,0.384,0.709;
7uzSBQFXE98drAzMN6Jg5D,k-pop,잠실 귀요미,STi,0.647,0.537;
78MFVTomN6HjPBbw6WSDjQ,k-pop,기다린다,Jo Hyun Ah,0.391,0.329;
3E1E0U8jQ9kryseD60Tx0i,k-pop,Loanna,Yiruma,0.0872,0.181;
0g3R4xQl1dcEYEKcP17Kxd,k-pop,Tomorrow (feat. Taeyang of BIGBANG),Tablo,0.56,0.771;
5Vng0sJJDcQ5ZvXRQnTxTX,k-pop,Moonshower (Keen Mix),QUAGUA,0.0746,0.728;
09calSN0dUz1L0q2JTzKEc,k-pop,대찬인생,Park Hyun-Bin,0.884,0.94;
1R2SZUOGJqqBiLuvwKOT2Y,k-pop,Gangnam Style (강남스타일),PSY,0.757,0.938;
5g97bSbt2Y9E2jrlBcv6Fv,k-pop,Big Hands,Molly Maguires,0.934,0.85;
69VFSkc7Eca09fnUxSL5nw,k-pop,Baby Baby,Girls' Generation,0.834,0.871;
5Y7AYvB660UruGRr5XGwW8,k-pop,God Is My Best Friend,Steve Lamount Harrold,0.321,0.25;
38uWN0pSoLxQfyssBf6Opc,k-pop,꿈의 파편,더더 밴드(TheThE Band),0.239,0.626;
0KRbHMMJwJOBQ7UHcE7GbS,k-pop,Revenger (feat. 루드페이퍼 (Rude Paper)),Miryo,0.455,0.873;
0CUARSX1G9E69DRR9PBXkm,k-pop,It's Your Day,Yiruma,0.257,0.238;
3s73EEL17rTB6Y0mYlhrIl,k-pop,달그림자 (Inst.),김태성,0.133,0.2;
68v52Se6fc9gGwjwUUSile,k-pop,Telepathy,Girls' Generation,0.741,0.901;
7dubssqTZ92HzRAEUSIEpF,k-pop,The Senior (老將),BILL STAX,0.194,0.673;
5uE733Fv02kiMYEtsxOsiM,k-pop,Revelation Chapter 21,Steve Lamount Harrold,0.216,0.462;
1C8ta7fQuZURekm6WtYxDd,k-pop,꽃,Hwaii,0.483,0.271;
0J3DXNGMAW5ZcspbCB6Is6,k-pop,Lollipop (Bonus Track) [BIGBANG & 2NE1],2NE1,0.0,0.0;
0Br8bQ7uh4AVPzsNteJUgY,k-pop,Summer Dream,V.A,0.369,0.917;
2vsKYv31bouUQkGbToBRK3,k-pop,XYZ,Girls' Generation,0.802,0.913;
3Mici8BavxhyR0y0CXFPBN,k-pop,Bad Boy,BIGBANG,0.397,0.764;
5Cst7ifLvqx7du6t6zuZbr,k-pop,What Should I Do?,J-Dogg,0.636,0.913;
6qvhkKa5FNwPvNq7Vmqznc,k-pop,River Flows In You,Yiruma,0.107,0.247;
6Hmuq21MrWjgAbJKH4gcu8,k-pop,Boom Di Boom Di - Acapella,SKULL,0.949,0.617;
"6CdSgQMkJRdK4XyN98IrPR,k-pop,""Party Rock (feat. 개리 (Leessang), THE KOXX)"",Miryo,0.68,0.85";
0MnrspAjjyHeHBdt2ElUCZ,k-pop,우리 결혼까지 하자,5tion,0.517,0.854;
1QBQqvlyhDp07xYawpKzaD,k-pop,오빠만 믿어 (MR),Park Hyun-Bin,0.871,0.878;
1QmRMQeKp3bdiZPFOck7JE,k-pop,후애,V.A,0.221,0.711;
5CNUrNLvTiHqXus3XGzCVz,k-pop,My J,Girls' Generation,0.864,0.853;
0IRJadRzG1ypfqEgb1BxGS,k-pop,Dear TV (해열),Tablo,0.76,0.469;
2gwwXQlCF94ZfO736AKuwt,k-pop,hair cut (feat. 천단비),JOYjin(조이진),0.509,0.461;
6J4SJGJzFtOSHAk9smrsGe,k-pop,널 위해 부르는 이 노래,BoM,0.252,0.419;
5WpdFzR2xDEP4Ak3GKetZl,k-pop,Know Your Name,Jay Park,0.7,0.818;
"3hDPqGzO3MnoZPeWCXeoLU,k-pop,""Pray (feat. Molly. D, 두훈)"",Young Jun,0.609,0.888";
2HYW81Id2gCqz31e1YoSUF,k-pop,CHU! POP! CHU!,Lyn,0.439,0.651;
65UOmhzHI1X3XQ5UJmlRDe,k-pop,Clap Your Hands (박수쳐),2NE1,0.85,0.91;
0GMAmEQvDJ7aSsQ3s0YP9u,k-pop,U&I,BTOB,0.658,0.554;
7Gt1mTck1wWmmAJpSMNmVs,k-pop,그댄 대단해요 (inst.),V.A,0.318,0.441;
5JdsrzAz2oSOx2gBiQpT3g,k-pop,Don't Cry,J-Dogg,0.804,0.743;
3B6L5LPII5By5IwyCPQYZY,k-pop,10분만 걸으면 (With 리치) (inst.),크리스,0.519,0.859;
5Br78Dc1wTEZnic1NQpAgA,k-pop,The Boys - Instrumental,Girls' Generation,0.25,0.822;
4yBjC8ASpuCMFpB1805dOf,k-pop,나를 말리지마 (Don't Stop Me),정재민,0.552,0.781;
3aIigJIiEvJqiixDxSjG7S,k-pop,Miss Pretty,Basick & Kim Saehangil,0.646,0.723;
5rsLV4FO0E9Tpbj9t8F9Sa,k-pop,끝나지 않은 노래 (Epilogue ver.),V.A,0.342,0.718;
4gHHytUVWdfPumbJA9AizA,kids,Bicycle,Frances England,0.886,0.162;
5EbIR8MiNcNZ7RLV3bMMJE,kids,Seven is the New 14,The Sippy Cups,0.76,0.568;
24Y3xPVVyHwlwftRXQ6qPH,kids,Wheels On The Bus,Old Town School of Folk Music,0.93,0.422;
2NZdIV0Cy7gTqNP6rSqypd,kids,Time After Time,Various Artists,0.339,0.28;
0jbGjqfzyN4IOPPQHa0X3H,kids,Bubbles,Parachute Express,0.644,0.251;
5NOXbgrKWZSXPzj9Q4sQLI,kids,Swinging On A Star,John Lithgow,0.709,0.381;
3jhKTYlVYgbObugYpTXY9v,kids,The Monkey Dance,The Wiggles,0.602,0.855;
3M4MIFXr1kDcldIon04LDn,kids,Hasta la Victoria Siempre,Suni Paz,0.432,0.0669;
2lENjjnvVaHFdfs7Zz02lp,kids,Jack Tar on Shore - with Broken Social Scene,Various Artists,0.747,0.507;
6T8cDr9P6anYtaORts1Wd1,kids,So Long Song,Blues Clues,0.517,0.886;
4BsqoBs5vUtTqKc04LUkYm,kids,Elmo's Song,Sesame Street,0.828,0.471;
321xoVaGgIcTf2oMoUIz2b,kids,Boo!,Trout Fishing in America,0.69,0.231;
0Cb3hf38BCI5cvESyMlFQR,kids,Carrying Your Love With Me,Hushabye Baby,0.427,0.117;
3jt1tgW0Mu0DOGIHb1912g,kids,We Got The Bite,Gustafer Yellowgold,0.823,0.502;
2fyTvrL2OA9VgVc9Hgvff2,kids,Bad Day,Alvin & The Chipmunks,0.294,0.654;
7datiYHpNDGRykZY0ta1wA,kids,Science Frontier,Monty Harper,0.909,0.515;
3CXGRQ4U93Vg7KFeFL3cLC,kids,Can You Clap,Sue Schnitzer,0.234,0.144;
5nu6DuYXU9oR5XCufB4vMH,kids,Here Comes the Sun,Caspar Babypants,0.741,0.472;
"5dl8WFCxndWZlsDXuzT00p,kids,""The Best Day Ever (with Sandy, Mr. Krabs, Plankton & Patrick)"",Spongebob Squarepants,0.591,0.711";
33mE5iKvPnMqHYwkvJzXl4,kids,Jungle Boogie,The Sippy Cups,0.691,0.774;
4iJeg8qHRVEOyZ4KEa8Rgb,kids,Surfin' In My Imagination,Ralph's World,0.744,0.85;
4HVrBSUpRiCxRaVKPuIyGj,kids,It's a Big World,Renee & Jeremy,0.531,0.102;
5IiMclvQEq45GYUUaYsObe,kids,Laugh in Any Language,The Jimmies,0.831,0.718;
7zQFM7bHcyMh4QQFdBkjrE,kids,Baby Beluga,Raffi,0.571,0.263;
0eydMimsKTNF7iaLM0p7Kd,kids,Rock Melon,Gustafer Yellowgold,0.836,0.505;
4Rs7nQW8DxBlyBpetWdkyI,kids,Three Little Birds,Elizabeth Mitchell,0.825,0.278;
7LCHob5TsBRJzr4Ja0rzYn,kids,Together Reprise,VeggieTales,0.664,0.54;
3dGcv579QV9azJ3nKLmGis,kids,Play Blue's Clues,Various Artists,0.593,0.684;
4PWeFdquX9WxLQlMOnqeSH,kids,His Banner Over Me Is Love,Cedarmont Kids,0.965,0.71;
1ZmZxaRWy1DKvbU4DfxLEE,kids,Be My Friend,Jim Cosgrove,0.495,0.46;
0l7FQIdC3gvb7R9I8bISFu,kids,We Are The Dinosaurs,The Laurie Berkner Band,0.792,0.25;
7dtLThXzc3tQpoopLYrJjz,kids,Ragtime Cowboy Joe,Various Artists,0.731,0.364;
34hvfKVkSDudgLLAVTn8wn,kids,Have You Ever,Farmer Jason and Buddies,0.925,0.505;
0dPDGfV6IYhwEApCh1Cra9,kids,The Window,Trout Fishing in America,0.87,0.279;
"5ySMPyFC8TOeOTtFlCqLjD,kids,""In the Jungle (Da, Da Bear)"",Rankin Don aka Father Goose,0.797,0.594";
1FqrxpHJiAR9jqixcLmE8l,kids,Old Folks' Boogie,Various Artists,0.558,0.688;
6l5EGPtRysKzwd4LvRP8gm,kids,Welcome Table,Dan Zanes,0.717,0.525;
12WM5EwlR1AmRSPkTOttOV,kids,Bling Blang,Brady Rymer,0.793,0.802;
5j9N29DEPtZKinz97KpHhB,kids,I Love Onions,The Re-Bops,0.878,0.507;
7diiPqW0hWvSgbmsZq5iUu,kids,The Goldfish,The Laurie Berkner Band,0.639,0.519;
3AZibYfqVAdBAldsP9wKy9,kids,Banana Smoothie,The Naked Brothers Band,0.96,0.81;
6ui5iWxMFbEyZ7ddunFHeT,kids,To Be a Fossil,Various Artists,0.239,0.545;
5tvN74QGIU0JAOEnsWjs3E,kids,Recess,Justin Roberts,0.481,0.742;
5rXUXw606m5YVCALeBZRIp,kids,This Land Is Your Land,Little Mo' Mccoury,0.881,0.516;
"20DQ3ylk1mHSVdg2sDrCJ2,kids,""Toot Toot, Chugga Chugga, Big Red Car"",The Wiggles,0.869,0.762";
16ryQlHsba633aUnpSxKM5,kids,Bonjour l'hiver,Charlotte Diamond,0.895,0.27;
7ibp0dEFgvmRHrSjw5Vw5z,kids,I'd Like To Be A Bubble,Tweenies,0.353,0.401;
5hDxmq48dU98DHOOaX3AkB,kids,Newspaper Mama,Peter Combe,0.96,0.777;
2BqDAUJBMCbNXf6y20PZpI,kids,Ode to a Shower Door,Randy Kaplan,0.853,0.736;
